probe	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00033909	890	1019	839	540	959	915	481	1199	504	2552	472	555	701	367	671	1137	629	744	418	556	405	1296	756	716	964	1229	614	1735	530	631	994	823	964	981	625	935	631	1095	757	729	1212	820	927	760	961	1118	752	3021	1609	1254	1420	911	593	912	742	384	417	1069	339	695	353	271	382	478	516
cg00033915	4979	653	854	1091	856	2245	2212	874	820	582	440	866	284	118	191	351	512	426	1006	300	365	938	982	887	1779	657	406	475	665	455	540	1706	2915	824	314	1843	440	2595	321	529	560	419	3135	415	1452	615	9509	5253	3627	6520	3581	880	605	1799	1022	450	1614	1769	429	331	649	377	547	511	417
cg00034003	9657	6660	11694	5481	5171	9032	12960	4461	4731	7064	2597	4835	2040	1903	3051	3807	1838	2660	886	3050	1452	5435	5863	3893	13909	4722	2817	4799	5650	3413	5926	9382	7404	5057	2968	8275	3504	5898	2830	1870	1696	3768	8920	3051	5055	2434	7619	6677	8069	8777	8888	8489	6286	2699	6629	7246	7527	8099	7718	2328	7066	4927	4258	6143	5862
cg00034019	17285	15591	19799	15840	16261	18333	19736	9995	15577	7551	8394	12823	8549	6797	8703	9088	8249	7913	8608	6242	7770	13709	14095	15470	14933	16139	7322	9270	17420	10183	16132	18399	19367	17344	7733	17718	8948	17270	8080	8619	4759	8198	9738	9777	8745	8447	16270	14502	15688	19854	12973	18218	14959	16850	15342	12294	13642	15123	13779	13529	13034	13534	14835	12193	12275
cg00034039	20208	20484	18329	15261	16511	17898	17182	11771	17551	18309	19070	17857	19797	17096	16958	18901	19521	18700	22242	15146	15301	17788	17929	19909	18680	18141	16153	18150	17917	24103	21075	21501	20779	24632	16999	21474	16908	22538	22219	9376	10131	19599	19761	22915	18676	19340	19515	16949	21535	20832	18733	23113	22219	18019	18756	19555	23193	17261	20942	16426	15172	15766	16659	16819	16834
cg00034076	2186	5219	3334	4759	4467	3227	4751	7425	5851	5561	5497	3150	5331	4144	4609	4880	5379	5068	4215	3799	3757	4855	4808	4197	3985	3939	4827	6067	4779	5276	5095	5288	6352	3633	3781	6852	5257	6021	7129	4578	6178	4102	4397	5319	4567	4695	4109	7841	5662	4971	4046	3691	4297	1490	4149	3484	4185	3540	3311	2188	1735	1434	1676	2038	1648
cg00034101	3300	1737	3623	930	2980	2928	1426	3106	1408	945	1923	4564	3340	725	1101	1083	1426	1353	5053	1222	1240	1926	5038	2662	3407	1430	1648	2533	5736	9064	7427	1104	1646	2807	1269	3134	1985	1174	4511	1089	1632	2538	1200	1725	917	3224	8144	3762	8708	6091	5012	1011	10369	7917	9767	2985	8752	8926	15491	1285	3970	1862	5046	2455	2737
cg00034130	17304	16682	14353	15158	14399	18107	15431	13524	16079	13455	15086	16012	15201	12825	13467	13521	16221	14544	16031	11864	12567	17709	16700	18063	16141	20135	12470	14057	18059	16624	19115	17319	20762	20961	12663	18671	11777	18700	16252	12040	10602	15486	16079	17367	15850	15336	19542	17343	18550	17479	14053	17080	16534	11506	16919	18124	19725	14576	21036	13285	13570	14638	11627	15565	14872
cg00034154	6605	2650	3953	2091	2514	3287	3046	2028	1902	2543	1602	2724	1053	1052	1429	2194	1622	1247	969	972	1574	3810	2398	4061	4293	1874	1404	1643	2067	1280	3145	3930	4984	5364	1277	5804	1628	3462	1262	624	634	2433	3214	2651	1629	1543	6556	5741	4102	6836	4003	4288	3137	3076	3438	2115	3626	1828	6290	3903	2818	1931	2172	2504	1954
cg00034336	758	560	678	722	769	1210	546	1864	654	389	739	1062	359	358	434	942	666	598	2493	287	513	770	1556	1209	1327	555	524	807	1072	1374	1051	594	699	1385	545	753	527	915	2538	1356	1535	678	412	639	309	1051	2401	1300	3526	1295	484	894	8243	1096	2607	1799	5322	13809	947	2213	2608	373	828	600	855
cg00034376	12878	12057	11163	9090	7402	9146	7145	7874	9920	10826	9834	10464	8564	8071	8438	9513	10467	9954	8667	8644	7505	11721	11450	12044	11021	9691	7836	10889	10995	8904	11716	11003	13119	13387	7194	14259	8758	13244	13301	8680	6448	10072	11084	12711	10094	9639	9219	12123	13052	12260	9894	11414	11225	9823	10269	10749	11871	9035	9734	8358	8045	6373	7729	6793	7413
cg00034407	445	991	1648	421	762	550	792	1092	456	452	380	597	479	452	532	400	629	377	270	313	385	724	218	767	403	686	351	700	417	505	733	565	632	951	361	816	480	938	715	671	1437	628	583	519	390	386	603	1077	1010	401	918	506	511	909	659	476	259	559	861	585	310	400	315	480	321
cg00034416	30724	25347	25520	23463	23820	24029	22572	16417	22396	18715	21922	25460	21318	17884	17300	19420	19884	19529	21819	16868	16867	26576	24653	27238	25857	25347	17881	19921	23634	20838	27383	26581	26010	29863	18743	27001	18091	27926	21478	11851	15067	20088	21457	21909	22914	21171	23905	20786	26155	23969	19402	25552	24101	23247	20141	22239	26199	20933	27058	19800	23246	24005	24342	24158	23554
cg00034433	30216	29848	30301	26135	29183	25142	23748	24438	27462	22983	22876	30017	20661	20237	19604	21194	21718	20164	23229	18570	18755	28552	29857	25589	25020	26984	19825	22232	27982	24785	30126	28147	29208	34732	20646	33358	20235	29699	24235	25616	20545	23562	24911	26697	22269	23055	30140	29673	29813	29582	26985	29337	27729	30971	24617	29285	31345	24444	31934	22155	24087	22396	24528	24689	25313
cg00034468	24577	25141	24800	20102	14570	20373	21820	17660	22258	13998	15659	16061	13485	13698	11225	13404	13802	12607	13807	10910	11412	21260	20910	18392	20927	7838	13497	4790	22643	13665	6865	27014	24854	25229	12124	16503	12596	21366	17157	3200	7213	15548	15808	17814	14654	13058	21429	24739	21683	22070	19242	14556	21882	23678	19750	22162	23984	20476	21575	10772	20608	19265	19057	20166	18126
cg00034555	19266	16867	18490	16706	16403	17974	14781	10804	14374	14412	16163	18883	16196	14122	13651	15712	14972	15363	15917	12603	13929	17124	17779	19042	18009	17227	13871	14993	16350	14485	18455	19175	18198	22579	13279	18253	13821	18530	18643	12904	11136	16516	17501	18045	15321	15854	19631	15648	17141	18798	15245	19200	17202	20500	15091	17615	20472	14615	18829	13600	15317	16643	15114	14511	15304
cg00034556	8651	7075	6237	7318	6036	5771	6698	9747	5975	15844	16274	6995	15905	14742	14566	14997	15382	15777	16709	10862	11460	6307	6956	6591	6051	6150	11830	16425	6476	20268	8412	8260	7981	9456	12948	8578	13066	8699	18368	16013	19816	16458	16848	14271	14448	13259	9391	9323	7799	7318	8310	7864	8593	9877	7511	8396	8760	6734	7617	5723	6541	1940	7997	9037	7836
cg00034559	11336	3462	7089	1150	3519	3427	15149	3107	4241	3584	1810	3917	3077	1526	3669	7584	4150	4720	4665	2843	5362	4807	7519	3084	10229	2582	3204	5954	6282	8699	3544	3762	18726	4723	2870	13849	3328	3274	4328	1144	1424	3346	11292	3216	3131	6883	9709	7686	15324	8902	10832	3597	5911	6007	9911	5537	10612	10613	16699	4165	4096	5015	2510	1881	2309
cg00034574	1663	2080	1388	1406	1734	1459	1499	6331	1173	968	1121	1806	1052	1103	927	996	1022	1012	917	990	895	1464	1707	1591	2432	2455	945	2074	1579	837	1550	1723	1534	2548	919	2415	1121	1777	1476	1981	2874	1319	1337	1078	945	1376	1785	4326	1752	2515	1805	1631	1490	1280	1733	1274	1726	1363	1834	974	817	894	1237	917	1024
cg00034604	955	423	693	614	662	445	428	1277	201	414	630	543	600	586	691	611	599	434	370	471	489	902	794	963	724	884	540	774	914	511	276	760	1227	649	325	960	541	769	806	329	650	472	759	854	568	597	813	1006	610	917	926	915	671	606	473	521	954	1484	862	393	579	405	546	390	336
cg00034611	7903	3826	10183	6022	5616	8103	14500	3770	3790	13300	2737	3599	2323	8847	3125	4499	2607	3650	4531	2827	2897	4574	5597	6898	14576	2954	2627	6117	4285	4489	5418	9937	7540	6262	2199	5612	3095	4827	2763	3188	1914	3764	5061	3986	3507	2656	9246	14045	7639	13915	9494	18986	6166	6660	6416	3405	6197	5676	7474	10489	3890	3818	3704	6299	3753
cg00034639	11498	11249	12587	9662	13414	10676	11431	9981	8810	10236	5529	11583	5737	5276	5361	5460	5364	6266	7712	4549	4521	10422	9872	10933	9503	10790	6736	7382	8513	6808	11379	15246	11505	12404	5196	13310	4675	11165	6966	5711	5377	7277	7302	7249	5533	6420	12409	13346	18545	12186	11503	12037	10076	10439	11164	11364	12804	10838	11613	17632	8031	8894	8441	9209	10184
cg00034650	3235	1521	7688	1611	1012	2074	8531	1937	1614	3197	860	2247	904	612	1323	1732	1045	1583	1773	752	1057	2399	2853	1756	2683	11201	951	3195	2414	931	7764	1145	2200	2293	1315	4728	1586	6337	1166	909	2220	1551	6268	1285	5024	1293	4795	5041	7254	4368	6904	1024	1098	8473	1468	2366	3663	3379	919	1005	878	2364	1487	648	1083
cg00034731	1923	1118	1306	1715	5756	1078	1302	2450	1056	6658	3651	1040	7075	7846	7690	1523	1781	7601	5255	3252	1454	1515	5159	4964	1206	6191	5782	5713	1725	2051	1043	2335	1379	1718	4352	1256	1430	1360	2830	2889	3219	9929	6834	2045	1403	5208	6381	1971	5908	1479	860	7128	1282	2312	1365	1587	2517	1943	5403	4199	1265	2925	1990	2017	2762
cg00034755	3058	1884	3560	2616	1928	4446	8870	1344	1719	6714	1057	1739	1174	1203	1364	1541	1497	1319	1675	975	1133	2343	2325	2517	3472	2027	1482	2125	2371	1519	1700	3455	2342	3017	1300	2880	1356	2700	1532	1136	1150	1655	2665	1351	1392	1430	2876	5277	3487	5305	4339	6143	4194	3952	3856	1910	3898	7244	5403	1733	3003	2331	2245	1787	1859
cg00034769	25611	17170	26802	13987	14706	20718	26530	19459	18596	17202	9187	25791	10258	10965	12900	15755	11641	12608	16394	9655	12893	19809	19442	15346	27271	21513	12392	18372	20336	22817	14473	23068	27130	22256	10730	26239	8671	27498	23148	6171	12906	11983	18794	13025	11767	11484	27009	31665	26904	30465	25264	14290	24426	26433	23494	21668	25551	21540	21563	17061	13447	12268	10532	17257	11268
cg00035000	9606	3078	7044	4530	2228	2564	3815	4129	1774	6750	3262	3790	1656	1042	3564	6247	3380	2156	5707	2681	2783	4515	3286	5074	6428	1634	4230	3972	3884	6227	1811	5067	6670	7063	2570	4531	2758	1777	2368	493	2869	4504	1525	2638	1312	2767	8390	11903	6917	7340	6149	6164	6378	4591	8672	3048	8749	7768	10175	5575	2158	1553	2285	3508	2906
cg00035074	5650	3728	3573	2425	3235	3033	4230	2651	1963	1753	1461	3185	1917	2545	1868	2422	2149	1931	1738	1747	1766	3302	2450	3434	3094	4563	1726	1629	3290	2779	3145	4777	3843	3732	2016	5656	1866	3750	1930	3134	2361	4131	2450	2725	1872	2410	3745	4691	4583	3278	2518	4105	5079	3528	4202	2382	4971	3484	5085	3194	4172	3595	3145	3084	4360
cg00035197	21793	13732	21593	18905	12701	8293	17896	12740	16975	12290	3114	15784	9456	1560	10033	4266	8593	3744	8744	9344	8145	18204	21930	13490	14149	5024	4623	9057	23548	10152	10223	7711	21149	13467	5075	17434	4328	4656	8386	3224	2450	5267	4073	18224	3482	15583	15025	17798	9653	15579	10864	18115	18568	10027	14172	9482	15284	10173	20829	11881	10713	4817	10717	14212	12271
cg00035220	948	655	876	560	556	644	647	1016	480	1206	605	638	360	326	415	512	530	500	405	473	414	668	309	597	1221	750	556	1003	906	445	549	847	556	808	571	936	529	736	1068	878	1151	881	929	1009	519	853	1678	3137	795	1631	878	970	699	902	650	556	661	779	848	444	591	420	632	442	334
cg00035237	11877	14813	15159	13207	13464	15651	14847	9609	15084	10383	11021	10579	10782	8546	9974	10448	9773	10127	11043	8027	8326	10873	12946	13408	15205	13259	8429	9872	15188	12243	10989	15117	15992	15932	9384	15674	10309	12367	9410	9460	7085	9125	11458	10687	8949	10017	14948	14102	15500	16932	11368	15302	12736	12944	11427	11285	12573	11956	13047	11992	11130	11763	13737	11135	11798
cg00035249	12466	13879	15032	13309	14097	14165	13581	6522	13653	10374	11447	8480	11202	8974	9281	10448	9321	10433	11548	8311	8469	11785	11308	11854	12962	12692	9134	10782	13895	13303	12261	15185	14274	13473	10561	14219	10672	12784	9655	9928	7604	8849	10677	10968	10135	10755	13918	12034	14349	15358	9636	15524	11086	15634	11984	10654	12398	13239	13730	12573	13147	12591	12898	13249	10455
cg00035268	1511	927	1200	409	456	604	4394	2088	805	886	801	1378	617	472	898	1010	950	907	1371	656	1003	963	1019	1135	1933	1046	1268	3126	921	1503	817	738	3729	1559	850	7037	1006	1042	1437	1138	1076	1051	1390	1246	527	1314	3121	2864	1904	2745	3354	3269	1383	1458	1358	825	2497	1667	2013	349	838	713	524	385	597
cg00035316	16030	16238	16487	13907	14796	16053	12669	18409	13001	11995	13547	15398	11774	12107	10702	13279	12491	12246	14394	8911	10570	17236	15873	14570	13820	15693	9584	13810	14426	14599	14676	16346	18551	16362	11482	16394	10392	17277	15546	11172	13957	12885	13767	15192	12514	10911	16671	20617	18408	18015	15881	16024	14913	16748	16972	16463	16234	15723	19161	10352	9567	11701	11980	9660	12590
cg00035347	1931	1276	1300	1175	1386	1106	1781	2220	607	806	1238	1191	413	722	764	1065	666	848	1039	726	784	649	1303	738	1282	745	894	3139	768	1109	1767	1698	2405	1537	630	2376	615	1698	1351	755	1050	734	1199	988	941	1257	2484	4941	1873	2338	2458	969	1606	675	1688	707	1509	1340	2791	581	590	747	517	657	301
cg00035398	7467	3867	6980	2505	4983	5852	3744	6020	5089	10585	10409	5568	11035	9220	8970	10835	11427	11289	10722	7952	7100	7936	6911	7354	5459	8986	7137	11730	6944	7199	8541	5144	6928	10225	8094	11472	8067	10670	14799	6771	6702	9463	11062	11527	10632	8125	6018	11873	8388	10572	6876	6699	6074	3221	8777	5893	7197	5339	7143	3082	4312	3201	2193	3027	2367
cg00035449	12255	3707	13200	16769	2668	3585	19391	11849	13878	10868	2191	3051	8849	8572	13305	10057	9714	10049	10735	6401	10602	19098	2903	19211	17225	10900	6827	11158	11238	11472	11105	1600	3829	14748	8179	16513	1728	3970	2316	1509	8847	2682	9433	10253	10109	14979	8470	9722	8707	15710	14652	18711	2995	8761	15799	18736	12303	5124	3357	13785	16973	1472	1599	16438	2149
cg00035452	4193	5363	3312	5049	4692	5791	3998	4076	5455	3075	2519	3660	2239	2146	2551	2684	3073	2452	2583	2078	2323	4880	5070	5236	5019	4005	2763	3746	4390	2830	4193	4947	5289	5557	2572	4788	2760	4443	3423	1966	2207	3736	3505	3364	1940	2651	4431	4889	3571	5612	4728	3668	6115	5619	4412	4680	4779	3464	6932	2304	3141	3326	3249	3029	4372
cg00035453	5536	6174	5075	4923	3465	3276	2545	5943	4047	5407	5823	4717	5522	5746	4512	5361	6153	5439	4436	4017	3706	6965	5697	7030	4561	6900	5103	5487	5432	3192	6595	5882	5723	7726	3969	9533	4374	7792	6988	2504	3577	5370	5644	6738	4864	5652	3675	7873	5486	7549	4816	4985	7109	1742	7225	5116	6454	4283	4397	2491	2567	1410	1416	2279	1803
cg00035608	22534	22194	21414	21173	20796	21043	22532	23406	21102	16975	19118	23454	19177	17326	15487	16759	17788	17257	19540	15519	14906	23156	23027	21832	21595	25449	16119	20545	24594	19919	23002	24105	25029	24340	16351	23476	16041	24019	22717	19033	19904	18185	19206	21429	18242	18704	23719	21012	22913	23448	18179	23701	23585	20026	20182	20869	25458	19323	24751	16321	16009	16688	16890	17821	17426
cg00035623	24761	19766	21274	18035	18606	18380	17566	15326	19295	14910	16321	21845	15000	14075	13094	16167	15537	15774	16803	13398	12664	21928	22318	20034	22039	23059	12824	13578	22766	14739	20666	20755	19012	26514	12737	24793	12789	22525	15800	8531	9016	16813	16266	17248	15153	15565	21843	22912	21323	22662	18063	23752	20925	21947	19884	19572	23371	18708	24052	18050	18121	21512	16773	18521	18022
cg00035630	1525	2930	917	735	1321	822	3576	630	679	3049	1731	1277	819	1458	908	1068	1557	799	598	630	1232	994	1086	1036	3336	761	2007	1445	779	787	1024	1484	7659	2703	878	2528	873	1879	740	533	560	1953	1429	1579	654	948	5408	1667	2929	3279	1755	3312	823	1793	1330	839	903	1599	1110	2863	1243	374	1708	2766	2011
cg00035636	22840	20059	24036	14807	18436	20035	22054	22405	19859	9645	16792	23736	11808	15454	12449	16163	16857	16339	10628	12720	10440	24913	22603	10671	24910	27138	12780	14054	23502	16057	21512	20204	24096	29575	13903	21644	15115	3117	17576	11183	8144	17561	17794	19243	13039	16492	22474	28169	22456	24187	18036	26506	22216	19643	21036	18705	22546	19528	28550	584	20377	16609	19676	21227	19312
cg00035673	6156	3683	4231	2807	3210	2612	3251	2865	1771	2451	2063	3249	1807	2452	2191	2301	1799	1847	1866	1576	2324	3497	3043	3054	5979	3372	2894	3938	2013	3072	5273	10538	6374	4749	1658	5881	1467	3736	2785	1831	1581	2263	3518	2317	2602	1948	5203	5707	7979	5250	7405	3445	3107	7328	3623	5158	4893	3995	4555	3188	3685	2898	2316	1911	3512
cg00035812	15306	18908	16190	14810	14879	15067	14114	11292	14278	10636	11910	15882	10896	10757	9802	10490	11831	10407	11656	8369	8869	17484	15098	13844	15649	15894	9533	13007	13946	11458	18165	16484	15859	18884	9285	18718	9845	17300	13612	12394	8610	12787	13800	13116	11836	11528	17359	17120	14991	16262	15681	15630	20181	13481	14207	14159	16439	13086	14898	12547	10920	11273	14232	10399	13247
cg00035847	13193	9944	9310	6339	6623	5928	5302	4123	5179	13800	14768	8301	15701	14855	13633	14880	15628	14329	16562	10343	12438	10442	9067	9312	8800	6309	11187	11029	7884	14006	5365	11035	8747	13133	12685	12694	12643	8273	17427	3930	6601	15167	19093	17119	12112	15815	10714	8449	8872	11384	9383	9369	7819	6138	10819	8272	9745	9500	10775	7359	9436	8003	4160	7145	7054
cg00035864	14541	14111	13819	9329	349	9367	8286	15263	7470	86	282	12430	473	114	207	8853	8411	204	192	173	6363	12849	409	574	11325	282	246	136	11217	6803	8960	232	13270	18930	188	16781	6260	13860	10969	5334	7459	322	286	8409	6880	250	291	16380	339	15470	12756	391	11601	8230	15197	12684	13170	13358	475	238	9338	455	160	8039	114
cg00035889	1210	699	1309	514	754	687	833	1033	1235	2323	1794	1098	1538	1404	1603	1788	1668	1497	2000	927	1241	949	774	1424	894	1212	1208	1609	1336	1782	1105	986	1409	1862	1446	1759	1198	954	1888	1740	1538	1632	2237	2129	1427	2112	0	3465	2591	1703	1690	1147	875	1314	2163	1233	1342	736	1047	1584	719	410	558	416	513
cg00035923	25248	19720	18196	8533	10130	14679	16540	6634	16589	12190	10842	21189	14127	16082	13514	15948	12577	14640	4636	10161	13446	14661	15737	16049	16514	18939	10715	12084	16052	9461	18068	14203	21886	21371	14239	14694	14735	21942	8302	1857	4206	16601	16392	17224	14271	13560	22110	20141	19630	19989	18407	9210	5626	15919	10071	16918	6739	7935	10403	9968	14181	18487	15162	17277	14822
cg00035937	2762	3354	1327	2731	1780	1038	1244	6037	2318	2705	3854	1907	1722	2796	1229	2360	3210	3334	991	2350	930	2218	2084	2210	3072	3797	1575	3388	1622	1203	3718	1659	1630	2303	2280	5714	1661	2776	3981	695	1547	2279	3530	3734	2551	3363	2139	4854	2497	3395	2800	2380	1563	1098	1501	2258	1483	1661	1093	1884	1273	585	602	1226	1543
cg00035945	14919	16791	15653	13877	8302	14784	12507	13997	13210	8341	8437	15835	8212	8280	8823	9139	8544	8151	8863	6141	6525	16985	16172	14255	14105	16946	6834	7644	13409	10052	14553	11961	15988	16911	7109	16658	6439	14144	9614	4531	6744	9830	9871	9738	8640	8141	13637	16479	16080	16166	12406	14715	16811	15013	16604	14610	17636	15140	15432	12095	10812	11721	12091	12517	13741
cg00035969	2778	3077	3876	3729	2616	1638	3565	1503	2463	2152	2568	3418	2187	1930	2324	2608	2432	2230	3059	1928	1855	2838	2970	3813	3410	2589	2139	2793	3687	2864	3259	3236	3665	3889	2085	3797	2581	2991	4744	1386	2490	3342	2882	3342	2525	2803	4983	3567	5288	3945	4257	4565	6949	3478	4117	3546	5266	14607	4387	2133	2662	1460	2333	2357	1961
cg00035980	889	1557	1310	869	1329	941	1137	2837	685	1000	1048	741	783	627	615	847	861	727	967	684	695	981	1084	1142	1016	1217	767	1521	1034	1221	1302	1380	1615	1457	837	836	1035	1816	1594	1452	1623	1547	1208	1238	740	794	1145	1909	1115	2285	1125	1021	1089	892	1378	1068	1369	933	1326	1552	828	817	759	567	530
cg00036011	19645	12611	22057	10477	14641	13784	14420	11742	11021	8292	11912	14194	11663	11413	14549	16856	13696	11741	13726	8981	12314	15475	15964	12578	17023	1736	9716	8737	14547	16164	2403	9144	27454	20879	10224	18990	9804	22796	14333	1491	3281	13597	15872	14737	10220	13167	15449	12841	11725	14875	16745	8038	13222	6610	18694	15461	15921	14657	16551	9350	10887	7336	6079	8580	8170
cg00036110	3288	1613	1681	1337	1095	1350	4327	1291	765	1499	699	1464	439	748	735	1020	1018	914	1042	757	532	1290	1461	1509	5235	1023	861	1950	618	1175	1137	1639	5241	2018	562	2150	664	1122	1250	537	909	1070	2675	1130	607	940	6822	10755	6562	9348	6004	1959	2293	2842	1407	1115	2283	6864	7111	2063	796	568	724	873	747
cg00036115	21088	20444	20908	17339	16786	10352	17139	16158	17158	4722	4955	21445	4060	3881	4773	4514	4248	4272	4231	3594	3414	21649	21100	21019	20166	21888	2353	3950	20580	2026	21512	20240	21319	25006	3504	23277	3643	23156	6389	3035	2825	5167	5316	5656	4908	4992	20661	20779	21154	19991	17401	20400	21017	15129	18244	18142	22121	16622	13751	12629	14328	15380	15943	14861	12648
cg00036119	18733	12750	14380	15207	9968	11784	15723	20245	12705	7854	11556	15983	15886	7726	15946	17978	17164	15285	15847	9004	13764	19372	18129	14100	17701	13486	11958	17019	16530	15795	5278	14687	14859	23221	10690	20545	11803	4855	22238	4893	3950	15755	8215	12303	5663	13122	20699	24986	18974	20178	17440	13800	15872	13633	18011	18453	19382	17159	19136	10867	7902	7720	6926	12839	9761
cg00036137	5805	3585	7309	4476	4027	4205	12229	4401	3469	2201	1716	3952	1599	1692	1469	2747	1602	1529	1078	1299	1538	4100	2561	3471	13293	3542	1208	2356	3374	1606	3378	2959	14117	4195	1301	5493	1556	3648	2386	2164	2256	2038	2253	2471	1886	1979	10242	14737	13540	13044	10889	4323	3139	8039	3711	3073	2814	5961	3747	3283	2573	1512	1850	2649	1481
cg00036258	4538	3562	3307	3168	4249	5837	3455	4560	2946	1925	2310	4132	1726	1667	1701	2204	1839	1782	1693	1358	1553	3484	3709	2654	3887	3223	1881	2895	3713	1697	2246	3891	3920	3664	1633	5487	2174	2263	2041	2110	1872	2408	1658	2802	1907	2331	3747	4205	4239	3753	3979	2692	4319	2969	3167	3694	4531	3405	4053	2908	4529	2587	1556	1719	2818
